,message,label,category
231,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/c07br4yc5,스미싱,범칙금
232,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://me2.do/x1aphy2qc9,스미싱,경조사
233,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://me2.do/hy6viseuop,스미싱,기타
234,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/puq0qcup,스미싱,범칙금
235,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/i53jsb2,스미싱,택배
236,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://t.ly/d3k7846b,스미싱,택배
237,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://short.kr/9pvwg,스미싱,범칙금
238,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://orl.kr/3to4kgv,스미싱,건강보험
239,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://url.kr/o6yfk,스미싱,택배
240,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://bit.ly/20w55bi,스미싱,택배
241,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://url.kr/s4et77e7xv,스미싱,건강보험
242,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://naver.me/xfj45vu,스미싱,범칙금
243,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://ddns.net/z6kx7ev,스미싱,범칙금
244,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://ddns.net/8yi341a,스미싱,경조사
245,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://bit.ly/5j2xq,스미싱,범칙금
246,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/9xlvzxs,스미싱,범칙금
247,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://orl.kr/kyrbfy4r1j,스미싱,기타
248,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://naver.me/meq4nd4,스미싱,경조사
249,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://url.kr/13hqmykwh,스미싱,건강보험
250,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://short.kr/nf64til,스미싱,건강보험
251,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://me2.do/0eeixk96x,스미싱,명절
252,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://orl.kr/ylncbv,스미싱,명절
253,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://ddns.net/gccqz,스미싱,건강보험
254,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://tinyurl.com/cmuyo,스미싱,경조사
255,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://tinyurl.com/rb9a5,스미싱,범칙금
256,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://url.kr/0i047fa87p,스미싱,택배
257,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://bit.ly/6woem,스미싱,건강보험
258,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://bit.ly/ec48er,스미싱,택배
259,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://bit.ly/a8ncf,스미싱,건강보험
260,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://naver.me/ammumm,스미싱,명절
261,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://bit.ly/6cf0y,스미싱,택배
262,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://naver.me/2lnguvn,스미싱,택배
263,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://orl.kr/7uyipes,스미싱,건강보험
264,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://naver.me/ogr7fzu8,스미싱,명절
265,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/xvu3fgs3c,스미싱,택배
266,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://ddns.net/omceg0qv,스미싱,택배
267,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://orl.kr/ld1f1eif,스미싱,기타
268,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/nvq3lzy1bv,스미싱,범칙금
269,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://tinyurl.com/ywlch537e,스미싱,건강보험
270,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/ueifs4,스미싱,건강보험
271,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://url.kr/6altpvm3x,스미싱,기타
272,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://url.kr/cmfnih,스미싱,건강보험
273,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://tinyurl.com/dwl5k,스미싱,경조사
274,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://t.ly/bok5td3c,스미싱,범칙금
275,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://short.kr/fyylpgj,스미싱,건강보험
276,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://me2.do/pe1mwch,스미싱,경조사
277,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://tinyurl.com/h0ye3,스미싱,기타
278,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://ddns.net/0dbh63682k,스미싱,명절
279,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://tinyurl.com/2of9v,스미싱,명절
280,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://bit.ly/1lwnj9l770,스미싱,명절
281,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://short.kr/cdyb1gp9l6,스미싱,경조사
282,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://ddns.net/rrgg0,스미싱,건강보험
283,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/r1q01s1b9k,스미싱,건강보험
284,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://ddns.net/tqw92,스미싱,택배
285,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://ddns.net/yp2o4jj,스미싱,기타
286,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://ddns.net/zyg0pyo,스미싱,범칙금
287,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/10ymia36lm,스미싱,범칙금
288,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://ddns.net/3opqbv9,스미싱,건강보험
289,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://naver.me/jz7sakcy,스미싱,건강보험
290,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://ddns.net/v7e0c,스미싱,건강보험
291,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://bit.ly/s2rsik878,스미싱,기타
292,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://naver.me/b5bfwa,스미싱,택배
293,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://naver.me/4dw33oy,스미싱,명절
294,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://me2.do/y71l7ye77m,스미싱,택배
295,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/0aep5,스미싱,범칙금
296,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://bit.ly/favg8dm,스미싱,범칙금
297,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://me2.do/p4jdo057,스미싱,경조사
298,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://tinyurl.com/plhl0,스미싱,택배
299,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://bit.ly/vyoep4yh,스미싱,건강보험
300,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://t.ly/p8nkh2oa,스미싱,명절
301,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://orl.kr/7wjvpkd5,스미싱,명절
302,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://me2.do/2ojzeke1h,스미싱,택배
303,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://orl.kr/73irtgb,스미싱,건강보험
304,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://tinyurl.com/eww3v,스미싱,경조사
305,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://naver.me/gv6glq,스미싱,범칙금
306,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://ddns.net/gwmhyyc,스미싱,범칙금
307,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://short.kr/ksplj8,스미싱,명절
308,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/y6xpw0o17b,스미싱,범칙금
309,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://orl.kr/l4ma6vt,스미싱,택배
310,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://me2.do/v3kja57go,스미싱,명절
311,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://short.kr/x3r8f5sb8,스미싱,건강보험
312,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://short.kr/w1ru0,스미싱,범칙금
313,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://url.kr/ju7bppnso,스미싱,택배
314,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://t.ly/jd1zg,스미싱,명절
315,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://tinyurl.com/w09nqznfyr,스미싱,택배
316,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://t.ly/jya5g,스미싱,택배
317,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://orl.kr/0bglv,스미싱,건강보험
318,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://orl.kr/ujs9qnttjs,스미싱,택배
319,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://ddns.net/q97g3emu42,스미싱,택배
320,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://naver.me/u6jfykx3g,스미싱,택배
321,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://me2.do/75tmea,스미싱,택배
322,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://tinyurl.com/owiepwvb,스미싱,명절
323,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://orl.kr/uy8ksbcplp,스미싱,경조사
324,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://t.ly/5n63193mlw,스미싱,경조사
325,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://ddns.net/9hjqvg,스미싱,택배
326,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://short.kr/3eruaf9p89,스미싱,경조사
327,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://t.ly/jwbtuvqmtg,스미싱,명절
328,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://orl.kr/posvtjjl,스미싱,명절
329,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://me2.do/v5lb2hey7k,스미싱,경조사
330,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://me2.do/03b1a,스미싱,건강보험
331,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://ddns.net/u0zfz,스미싱,건강보험
332,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://short.kr/bvbvg3nf,스미싱,경조사
333,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://ddns.net/15ycdrg6,스미싱,경조사
334,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://naver.me/3iuseoeyhp,스미싱,범칙금
335,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://naver.me/vwegh,스미싱,경조사
336,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://tinyurl.com/4864g67,스미싱,건강보험
337,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://orl.kr/2ozvowmog3,스미싱,택배
338,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://short.kr/cdi89ah,스미싱,범칙금
339,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://t.ly/r6zpxg,스미싱,명절
340,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://naver.me/zm9ts1b,스미싱,경조사
341,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://naver.me/oqv4t205,스미싱,기타
342,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/ujgkt,스미싱,범칙금
343,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/u2evf,스미싱,범칙금
344,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/eak3x258x4,스미싱,범칙금
345,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://bit.ly/7m1xwb4zw,스미싱,기타
346,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://t.ly/9iqxiash,스미싱,명절
347,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://naver.me/b0hkc2a,스미싱,명절
348,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://naver.me/ilw00f,스미싱,택배
349,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/hb1t09te0m,스미싱,건강보험
350,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://me2.do/m67l8,스미싱,건강보험
351,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://me2.do/7jz8k,스미싱,명절
352,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://orl.kr/9xsphd,스미싱,범칙금
353,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://url.kr/8edjekkbd,스미싱,명절
354,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://me2.do/oxys438p,스미싱,택배
355,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://orl.kr/odliov,스미싱,기타
356,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://short.kr/pwxhs,스미싱,건강보험
357,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://me2.do/5s1xeiqdd,스미싱,명절
358,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://bit.ly/18tf8n3bfc,스미싱,명절
359,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://ddns.net/wfq8x7i4c,스미싱,명절
360,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://ddns.net/x14af,스미싱,경조사
361,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://short.kr/gpmq8xhbnn,스미싱,범칙금
362,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://short.kr/ykgakcg,스미싱,기타
363,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://orl.kr/kyigq9vi9x,스미싱,명절
364,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://tinyurl.com/hmrh0sn,스미싱,명절
365,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://me2.do/x37d1l,스미싱,기타
366,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://tinyurl.com/852fjsx,스미싱,명절
367,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://short.kr/hqh5y,스미싱,경조사
368,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://url.kr/2k8ic,스미싱,기타
369,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://short.kr/r16st5mlpd,스미싱,택배
370,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://naver.me/8pxlkw3o,스미싱,기타
371,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://short.kr/x0hwly3h,스미싱,건강보험
372,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://short.kr/pxhv3,스미싱,명절
373,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://url.kr/a15fui,스미싱,기타
374,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://orl.kr/pks1m63r,스미싱,기타
375,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://orl.kr/kwwkh40t,스미싱,명절
376,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/vnf962qxh,스미싱,택배
377,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://tinyurl.com/zjrfa,스미싱,택배
378,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/oajx8j47,스미싱,범칙금
379,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://bit.ly/g5nke7,스미싱,경조사
380,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://t.ly/uy2awv0u,스미싱,택배
381,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://me2.do/x8ph4,스미싱,명절
382,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://ddns.net/7jahe4b,스미싱,명절
383,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://url.kr/ngexf41as,스미싱,건강보험
384,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://tinyurl.com/haslvvg5y,스미싱,건강보험
385,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://short.kr/j3ohmo5j7j,스미싱,택배
386,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://url.kr/h34ig2vti,스미싱,명절
387,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://ddns.net/6ncrsk,스미싱,택배
388,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://ddns.net/w0inb,스미싱,택배
389,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://tinyurl.com/6xbq37,스미싱,범칙금
390,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://short.kr/wbnzhj0r,스미싱,건강보험
391,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://me2.do/ndh5g,스미싱,경조사
392,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://tinyurl.com/9mn0pg,스미싱,경조사
393,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://short.kr/s13eke,스미싱,건강보험
394,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://short.kr/l2hboc0vn,스미싱,택배
395,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://me2.do/skb1v,스미싱,기타
396,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://naver.me/y4l5u9hsk1,스미싱,건강보험
397,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://tinyurl.com/lz7i9lli,스미싱,택배
398,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://url.kr/60h4nje,스미싱,경조사
399,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://me2.do/ata4ij,스미싱,기타
400,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://t.ly/s20qa,스미싱,기타
401,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://me2.do/q9dptj4t,스미싱,경조사
402,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://t.ly/8xkfgc,스미싱,택배
403,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/pdc9z7p,스미싱,범칙금
404,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://tinyurl.com/6c6p6vrwcd,스미싱,택배
405,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://naver.me/x4mv92,스미싱,기타
406,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://url.kr/j4oyhvmp49,스미싱,건강보험
407,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://naver.me/zq20js,스미싱,건강보험
408,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/4xwqqhy9,스미싱,건강보험
409,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://naver.me/8v3ios50j,스미싱,범칙금
410,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://bit.ly/1mt74oc,스미싱,명절
411,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://naver.me/udmmzfj,스미싱,택배
412,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://short.kr/tpnnjrxos2,스미싱,택배
413,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/m8007b08q,스미싱,건강보험
414,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://url.kr/c7kjfilr,스미싱,명절
415,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/4ylpvc,스미싱,건강보험
416,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://naver.me/lfkbmupr,스미싱,명절
417,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://me2.do/1a4hp,스미싱,명절
418,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://t.ly/6jwfiv9,스미싱,범칙금
419,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://bit.ly/6h9sb8qq5,스미싱,택배
420,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://t.ly/w4r5kz0j0l,스미싱,경조사
421,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://short.kr/f2lnrbshr,스미싱,건강보험
422,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://ddns.net/mlowj,스미싱,경조사
423,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://tinyurl.com/98e2erqufc,스미싱,건강보험
424,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://orl.kr/h5nx9k,스미싱,경조사
425,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://short.kr/sesm6pk,스미싱,경조사
426,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://url.kr/pkmmi,스미싱,건강보험
427,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://tinyurl.com/4d1o5n6xz,스미싱,경조사
428,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://short.kr/33oy001bv4,스미싱,범칙금
429,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://url.kr/x1zxx,스미싱,경조사
430,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://me2.do/fvzklmy,스미싱,기타
431,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://naver.me/crcocdv,스미싱,기타
432,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://bit.ly/7xqjvvzwvu,스미싱,경조사
433,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://orl.kr/1vznnz5xoc,스미싱,명절
434,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://ddns.net/hv0d1kzw21,스미싱,택배
435,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://bit.ly/9aevqq,스미싱,건강보험
436,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://ddns.net/dyrpjg,스미싱,택배
437,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://url.kr/n8lbdhbpgd,스미싱,명절
438,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://tinyurl.com/52o1pqqed,스미싱,기타
439,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://short.kr/7vx0cp,스미싱,기타
440,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://bit.ly/e57oelk,스미싱,명절
441,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://tinyurl.com/8c09l,스미싱,명절
442,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/25mr9chhzm,스미싱,택배
443,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://short.kr/kl0wvsl,스미싱,경조사
444,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://me2.do/ut9o7,스미싱,명절
445,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://orl.kr/fc7qpat,스미싱,건강보험
446,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://orl.kr/fmqm5snt,스미싱,기타
447,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://short.kr/utoyb,스미싱,범칙금
448,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://ddns.net/ddjhbniu,스미싱,택배
449,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://short.kr/3kymg7,스미싱,택배
450,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://me2.do/9mvl9y1a4,스미싱,명절
451,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://ddns.net/bw7nuynp1,스미싱,범칙금
452,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://t.ly/3af0n3j4,스미싱,명절
453,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://tinyurl.com/a4fdqht2mz,스미싱,범칙금
454,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://me2.do/dlmsm,스미싱,명절
455,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://me2.do/pmrahtb7,스미싱,기타
456,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://orl.kr/o64x18,스미싱,기타
